450	2	21	285	0	31	1	-77	2	2	2	6	anonymized
452	2	21	215	2	31	1	-77	2	1	2	6	anonymized
453	1	25	1025	3	31	1	-77	2	1	2	6	anonymized
467	2	22	216	3	31	1	-77	2	2	2	6	anonymized
474	2	20	194	5	31	1	-77	2	2	2	6	anonymized
475	2	18	306	6	31	1	-77	1	-77	2	2	anonymized
489	1	18	211	6	31	1	-77	2	1	2	6	anonymized
501	2	20	178	3	31	1	-77	2	1	2	6	anonymized
505	1	20	435	1	31	1	-77	2	1	2	5	anonymized
508	1	19	1445	4	31	1	-77	2	1	2	6	anonymized
518	1	21	333	2	31	1	-77	2	1	2	6	anonymized
537	2	20	218	3	31	1	-77	2	1	2	6	anonymized
539	2	21	668	5	31	1	-77	2	2	2	6	anonymized
541	1	20	542	1	31	1	-77	2	1	2	6	anonymized
550	1	20	295	4	31	1	-77	2	1	2	6	anonymized
551	1	19	649	5	31	1	-77	2	2	2	6	anonymized
556	2	20	220	1	31	1	-77	2	1	2	6	anonymized
569	1	22	110	4	31	1	-77	1	-77	2	6	anonymized
584	2	22	474	0	31	1	-77	2	2	2	6	anonymized
586	2	20	285	0	31	1	-77	1	-77	2	2	anonymized
589	2	19	354	1	31	1	-77	1	-77	2	6	anonymized
598	1	21	498	8	31	1	-77	2	2	2	6	anonymized
606	2	20	218	6	31	1	-77	2	2	2	6	anonymized
612	1	19	481	2	31	1	-77	2	2	2	6	anonymized
614	1	19	-1	4	32	1	-77	2	1	2	6	anonymized
629	2	32	365	9	31	1	-77	1	-77	2	6	anonymized
638	1	22	277	2	31	1	-77	1	-77	2	6	anonymized
640	2	21	203	0	31	1	-77	2	2	2	6	anonymized
647	1	19	220	3	31	1	-77	2	1	2	6	anonymized
648	1	19	336	0	31	1	-77	2	2	2	6	anonymized
651	2	22	342	0	31	1	-77	1	-77	2	6	anonymized
657	2	21	452	0	31	1	-77	2	1	2	5	anonymized
662	2	20	267	2	31	1	-77	2	2	2	3	anonymized
690	1	19	336	0	31	1	-77	2	2	2	4	anonymized
695	2	22	163	2	31	1	-77	2	2	2	6	anonymized
699	2	18	234	6	31	1	-77	2	1	2	6	anonymized
703	1	20	291	3	31	1	-77	2	2	2	6	anonymized
709	2	32	517	1	31	1	-77	2	2	2	5	anonymized
710	1	21	188	2	31	1	-77	2	1	2	2	anonymized
714	2	20	379	0	31	1	-77	2	1	2	6	anonymized
718	1	20	652	4	31	1	-77	2	2	2	6	anonymized
731	2	19	496	2	31	1	-77	2	1	2	6	anonymized
736	1	20	284	1	31	1	-77	2	2	2	6	anonymized
738	1	20	476	0	31	1	-77	2	2	2	6	anonymized
